,INCHIKEY,31
1970,FPQLFBLZLQHHOM-UHFFFAOYSA-N,-1.0
1971,FPQLXWGSGNEDCF-UHFFFAOYSA-N,-1.0
1972,FPSNRFFFQDOELT-UHFFFAOYSA-N,-1.0
1973,FPSXUFWBKQYDAA-UHFFFAOYSA-N,-1.0
1974,FPVIIGUVSYHBAD-UHFFFAOYSA-N,-1.0
1975,FPXPKGRYWPJFTD-UHFFFAOYSA-N,-1.0
1976,FQHGDQCBAQOOEQ-UHFFFAOYSA-N,-1.0
1977,FQMSSTZJKSWSMP-UHFFFAOYSA-N,-1.0
1978,FQNCLVJEQCJWSU-UHFFFAOYSA-N,-1.0
1979,FQOSLXVLYVFXEN-UHFFFAOYSA-N,-1.0
1980,FQPWRGVIEHNQDQ-UHFFFAOYSA-N,-1.0
1981,FQQDZAYAVCRXJU-UHFFFAOYSA-N,-1.0
1982,FQQIMKOHFSKRNY-UHFFFAOYSA-N,-1.0
1983,FQQUMNHCVSJLIV-UHFFFAOYSA-N,-1.0
1984,FQQYAYZCVFCEAZ-UHFFFAOYSA-N,-1.0
1985,FQRCZXHZAKAIFX-UHFFFAOYSA-N,0.0
1986,FQTWCLMMQRCMNF-UHFFFAOYSA-N,-1.0
1987,FQVAFGRKZUFQLS-UHFFFAOYSA-N,-1.0
1988,FQVXJUPZAGDTDC-MKXGPGLRSA-N,-1.0
1989,FQXWMYILVDZEQV-UHFFFAOYSA-N,0.0
1990,FRBBRTZSUHKCCB-UHFFFAOYSA-N,-1.0
1991,FRBMZJZAGOSBMK-UHFFFAOYSA-N,-1.0
1992,FRCYQWPLOQLUQC-CMDGGOBGSA-N,0.0
1993,FRFGYBSWUNYCIP-DQCZWYHMSA-N,-1.0
1994,FRFGYBSWUNYCIP-RZIGYZOXSA-N,-1.0
1995,FRGCOOWEOHINOH-UHFFFAOYSA-N,-1.0
1996,FRINAVHAQPHEQI-UHFFFAOYSA-N,-1.0
1997,FRINEQRALXNDGK-UHFFFAOYSA-N,-1.0
1998,FRIOBXUBAMOZEG-UHFFFAOYSA-N,-1.0
1999,FRLDXENFROMZGP-UHFFFAOYSA-N,-1.0
2000,FROCDKXVIGKGFN-UHFFFAOYSA-N,-1.0
2001,FRPCGQFHTCYOCQ-UHFFFAOYSA-N,-1.0
2002,FRPJGTNLZNXQEX-UHFFFAOYSA-N,0.0
2003,FRRWFMKLNVJHMR-UHFFFAOYSA-N,-1.0
2004,FRSIPLAECDZWSH-UHFFFAOYSA-N,-1.0
2005,FRSZNZNJHSDBGI-UHFFFAOYSA-N,-1.0
2006,FRUXRPWKBWGSKB-UHFFFAOYSA-N,-1.0
2007,FRWUUIXIPUZZSW-UHFFFAOYSA-N,-1.0
2008,FSBGJVDQCVGUAA-UHFFFAOYSA-N,-1.0
2009,FSCXVFQUEGRJLW-VMPITWQZSA-N,-1.0
2010,FSFZRNZSZYDVLI-UHFFFAOYSA-N,0.0
2011,FSGKMSJYQKDZPE-UHFFFAOYSA-N,-1.0
2012,FSHIPBXJKASDDF-UHFFFAOYSA-N,-1.0
2013,FSJOPIGMDBUYEB-UHFFFAOYSA-N,-1.0
2014,FSJQCDSATLDVBC-GSHUGGBRSA-N,-1.0
2015,FSJQCDSATLDVBC-JLHGSKIFSA-N,-1.0
2016,FSJQCDSATLDVBC-YVHKJVDXSA-N,-1.0
2017,FSLQMTMAJRMVOR-UHFFFAOYSA-N,-1.0
2018,FSMLQLODAXCEND-UHFFFAOYSA-N,-1.0
2019,FSMWWOWLPLWAIA-UHFFFAOYSA-N,-1.0
2020,FSPQCTGGIANIJZ-UHFFFAOYSA-N,-1.0
2021,FSQKKOOTNAMONP-UHFFFAOYSA-N,-1.0
2022,FSRNJBKLLKZKNJ-UHFFFAOYSA-N,-1.0
2023,FSTBUPXNHWRBDP-UHFFFAOYSA-N,-1.0
2024,FSVDGFBFHIAZHT-UHFFFAOYSA-N,-1.0
2025,FSVJFNAIGNNGKK-UHFFFAOYSA-N,0.0
2026,FSWLTVCGFNLBSC-UHFFFAOYSA-N,-1.0
2027,FSXQCTWKDDGIGU-UHFFFAOYSA-N,-1.0
2028,FSZZPPMHTJCPBD-UHFFFAOYSA-N,-1.0
2029,FTALBRSUTCGOEG-UHFFFAOYSA-N,0.0
2030,FTBJSGFGEYXEHS-UHFFFAOYSA-N,-1.0
2031,FTFJWXKUFGYKLO-UHFFFAOYSA-N,-1.0
2032,FTFRZXFNZVCRSK-UHFFFAOYSA-N,1.0
2033,FTGIBRSOVXQSRU-UHFFFAOYSA-N,-1.0
2034,FTHAFMYRINDSEL-UHFFFAOYSA-N,-1.0
2035,FTHJGBUEJVSENS-UHFFFAOYSA-N,-1.0
2036,FTJQTRQPROZQMN-UHFFFAOYSA-N,-1.0
2037,FTJXZACAQRDRNT-UHFFFAOYSA-N,-1.0
2038,FTKATHYCSFVXJI-UHFFFAOYSA-N,-1.0
2039,FTKGGDDYJKDDDL-UHFFFAOYSA-N,-1.0
2040,FTLDJPRFCGDUFH-UHFFFAOYSA-N,-1.0
2041,FTQOETJXTINDOG-UHFFFAOYSA-N,-1.0
2042,FTRJWJWFHCFMSL-UHFFFAOYSA-N,-1.0
2043,FTSUPYGMFAPCFZ-ZWNOBZJWSA-N,0.0
2044,FTVWIRXFELQLPI-UHFFFAOYSA-N,1.0
2045,FTVZHURJKBLCBP-UHFFFAOYSA-N,-1.0
2046,FTWPVBNVPVUADK-UHFFFAOYSA-N,-1.0
2047,FTWYUWCJVZUUIE-UHFFFAOYSA-N,0.0
2048,FUBUELHMJDMBQJ-UHFFFAOYSA-N,-1.0
2049,FUBUSFISZJCQOM-KRPQKCCHSA-N,-1.0
2050,FUBVWMNBEHXPSU-UHFFFAOYSA-N,1.0
2051,FUCNWXFQNWTPEU-UHFFFAOYSA-N,-1.0
2052,FUCWJKJZOHOLEO-UHFFFAOYSA-N,-1.0
2053,FUEWFIVAKBVWAB-UHFFFAOYSA-N,-1.0
2054,FUFDOFLEKZHCCC-UHFFFAOYSA-N,-1.0
2055,FUHDQGAGIQCGHN-UHFFFAOYSA-N,-1.0
2056,FUJCDSZTDSDGBB-UHFFFAOYSA-N,-1.0
2057,FUOCUISHQOYNHP-UHFFFAOYSA-N,-1.0
2058,FUPGQEMJIGUBGO-UHFFFAOYSA-N,-1.0
2059,FUQFZQORNFVFMN-DFBGVHRSSA-N,-1.0
2060,FUQQYRCZSKTHAY-UHFFFAOYSA-N,-1.0
2061,FURGNSVWVPRYDK-UHFFFAOYSA-N,-1.0
2062,FUSFHSUJSQCXOU-UHFFFAOYSA-N,-1.0
2063,FUSNMLFNXJSCDI-UHFFFAOYSA-N,-1.0
2064,FUWIMUYDFFIVTF-UHFFFAOYSA-N,-1.0
2065,FUWUEFKEXZQKKA-UHFFFAOYSA-N,-1.0
2066,FUZLTVDZVKIRKJ-UHFFFAOYSA-N,-1.0
2067,FVBWMJCJGPRURZ-UHFFFAOYSA-N,-1.0
2068,FVDRAHRSWLZRPW-UHFFFAOYSA-N,-1.0
2069,FVECELJHCSPHKY-YFUMOZOISA-N,1.0
2070,FVEJIAQBCVTZMO-UHFFFAOYSA-N,-1.0
2071,FVFQAOLAVZQGJR-UHFFFAOYSA-N,-1.0
2072,FVGHBWBYHITQJE-UHFFFAOYSA-N,-1.0
2073,FVGXXUGQWLGQQG-XFXZXTDPSA-N,-1.0
2074,FVHDXZMRUQCZTC-UHFFFAOYSA-N,-1.0
2075,FVIFHSHIDLMOJH-UHFFFAOYSA-N,-1.0
2076,FVJRBJIENDRNBE-UHFFFAOYSA-N,-1.0
2077,FVNDGSXKACRQMH-UHFFFAOYSA-N,-1.0
2078,FVNFBBAOMBJTST-UHFFFAOYSA-N,-1.0
2079,FVOHJIYCTRVAMA-UHFFFAOYSA-N,-1.0
2080,FVPQHDUJMGOBLU-UHFFFAOYSA-N,-1.0
2081,FVSMUFZKSNZOGY-UHFFFAOYSA-N,-1.0
2082,FVWANTDQRFSCAL-UHFFFAOYSA-N,-1.0
2083,FVWJYYTZTCVBKE-ROUWMTJPSA-N,0.0
2084,FVWYHIRBYMNAMA-UHFFFAOYSA-N,-1.0
2085,FVXSWPYGLOZBBR-UHFFFAOYSA-N,-1.0
2086,FVYHWIBDYLBPNW-UHFFFAOYSA-N,-1.0
2087,FVZYVMXFUJYLAW-UHFFFAOYSA-N,-1.0
2088,FWDGNGNJNVPPMH-UHFFFAOYSA-N,-1.0
2089,FWEPWVLEYFZGBQ-UHFFFAOYSA-N,-1.0
2090,FWFVXBZXJKTVGL-UHFFFAOYSA-N,-1.0
2091,FWGXAIFIZCHPCH-UHFFFAOYSA-N,-1.0
2092,FWJMPRMSYCMNDB-BUEREQSYSA-N,-1.0
2093,FWJMPRMSYCMNDB-ISCCLHIJSA-N,-1.0
2094,FWLARKPWDNSLGG-UHFFFAOYSA-N,-1.0
2095,FWNSLTYTSOJHOP-UHFFFAOYSA-N,-1.0
2096,FWRVALXMNQZUCK-UHFFFAOYSA-N,-1.0
2097,FWSWMSADSURGNY-UHFFFAOYSA-N,-1.0
2098,FWXGCAPUMGLGOF-UHFFFAOYSA-N,-1.0
2099,FWYQXRWQFDPBIS-UHFFFAOYSA-N,-1.0
2100,FWZCPAVCZDSLJB-UHFFFAOYSA-N,-1.0
2101,FWZKIEUKPYQIEJ-UHFFFAOYSA-N,-1.0
2102,FWZLGEMXULQBBJ-UHFFFAOYSA-N,-1.0
2103,FWZOTNIGAMRXHS-UHFFFAOYSA-N,-1.0
2104,FWZXAFVNVQVFNB-PTNGSMBKSA-N,-1.0
2105,FXBZGRAJYQNAFJ-UHFFFAOYSA-N,-1.0
2106,FXCQJWRNGGAQKW-UHFFFAOYSA-N,-1.0
2107,FXDLPTVXBDPKOE-UHFFFAOYSA-N,-1.0
2108,FXDXYRRSNQUVQL-PNLZDCPESA-N,-1.0
2109,FXEKREULHAMJSA-UHFFFAOYSA-N,0.0
2110,FXEQPMSYJAWBQO-UHFFFAOYSA-N,-1.0
2111,FXFQRHLCDVQUNC-UHFFFAOYSA-N,1.0
2112,FXHFMSTZNHHKAH-UHFFFAOYSA-N,-1.0
2113,FXHGJVWNQLIDGU-UHFFFAOYSA-N,-1.0
2114,FXHQSACKEFQWDT-UHFFFAOYSA-N,-1.0
2115,FXKYZLLCTZOZEG-UHFFFAOYSA-N,0.0
2116,FXNSVEQMUYPYJS-UHFFFAOYSA-N,-1.0
2117,FXPAFMKRDBMTQM-DFQSSKMNSA-N,-1.0
2118,FXPAFMKRDBMTQM-RLLQIKCJSA-N,-1.0
2119,FXPAFMKRDBMTQM-YZGWKJHDSA-N,-1.0
2120,FXRABYUGBARJNR-UHFFFAOYSA-N,-1.0
2121,FXTCNLXWYWXFPA-UHFFFAOYSA-N,-1.0
2122,FXVAYIYWMRLPEH-UHFFFAOYSA-N,-1.0
2123,FXWTTWSCXCWGPB-UHFFFAOYSA-N,-1.0
2124,FXXPMNMDMFDBKP-UHFFFAOYSA-N,-1.0
2125,FYAHRWNNCHTIRH-UHFFFAOYSA-N,-1.0
2126,FYCCCUNGXGKNJV-UHFFFAOYSA-N,-1.0
2127,FYEXFOBMGHTSRB-UHFFFAOYSA-N,-1.0
2128,FYIZGUYXUWGGRN-UHFFFAOYSA-N,-1.0
2129,FYJKEJZGNQVNLC-UHFFFAOYSA-N,-1.0
2130,FYKKUFZSXSJFQW-UHFFFAOYSA-N,-1.0
2131,FYLTVHCMIYGVPZ-UHFFFAOYSA-N,-1.0
2132,FYNKLJOOLFWJLT-UHFFFAOYSA-N,-1.0
2133,FYPQJYNLIRLFPZ-UHFFFAOYSA-N,-1.0
2134,FYSIDAKRJLWCQF-UHFFFAOYSA-N,-1.0
2135,FYTJXQIQFWPZMS-UHFFFAOYSA-N,-1.0
2136,FYUNJVBLCDMPAV-UHFFFAOYSA-N,-1.0
2137,FYUSSFRUYFLLAK-MSYCTHLASA-N,-1.0
2138,FYUSSFRUYFLLAK-PWHSHALESA-N,-1.0
2139,FYUSSFRUYFLLAK-YYDVJCTNSA-N,-1.0
2140,FYWLRYXTDCBFCZ-UHFFFAOYSA-N,-1.0
2141,FYWMFAYWSDLBRO-UHFFFAOYSA-N,-1.0
2142,FYWMIHJCACAINX-ZITMISKDSA-N,-1.0
2143,FYXDXHIWRLGMCA-UHFFFAOYSA-N,-1.0
2144,FYYVKBJGCYJVKE-UHFFFAOYSA-N,-1.0
2145,FZABHEWHHBCRSU-UHFFFAOYSA-N,-1.0
2146,FZAFYEPEEIWNHD-UHFFFAOYSA-N,-1.0
2147,FZBLPYSJDSHKAF-UHFFFAOYSA-N,-1.0
2148,FZBZHBLLUMCJPL-UHFFFAOYSA-N,-1.0
2149,FZCBMOCOLVJJPS-UHFFFAOYSA-N,-1.0
2150,FZDGDQZXMLTTGG-UHFFFAOYSA-N,-1.0
2151,FZEBPJBRDFXKIH-HNNXBMFYSA-N,-1.0
2152,FZFFTCXHYOEUBD-UHFFFAOYSA-N,-1.0
2153,FZHXYQJKMWDZJH-UHFFFAOYSA-N,-1.0
2154,FZIVRQGIKHRBMR-UHFFFAOYSA-N,-1.0
2155,FZMLUBURPQWWJO-UHFFFAOYSA-N,-1.0
2156,FZNMSKOVKJFGGH-UHFFFAOYSA-N,-1.0
2157,FZQUZQSRWWLKFF-UHFFFAOYSA-N,-1.0
2158,FZRICGVLOQVALD-UHFFFAOYSA-N,-1.0
2159,FZWRTZXNJDXKLV-UHFFFAOYSA-N,-1.0
2160,FZZAQKDCPWTFHF-UHFFFAOYSA-N,-1.0
2161,FZZWTGRGGPGPLE-UHFFFAOYSA-N,-1.0
2162,GAAKALASJNGQKD-UHFFFAOYSA-N,-1.0
2163,GABPKGOYNYEOQW-UHFFFAOYSA-N,-1.0
2164,GADKJBDEDCGOFL-HKWRFOASSA-N,-1.0
2165,GADNKVJBROSOAU-UHFFFAOYSA-N,-1.0
2166,GAMGAUOEAAYTOE-UHFFFAOYSA-N,-1.0
2167,GAMYNYOUCKVNQA-UHFFFAOYSA-N,-1.0
2168,GANKKCSDAXWCPT-UHFFFAOYSA-N,-1.0
2169,GAPZEUGGJUYNNV-UHFFFAOYSA-N,-1.0
2170,GAVFOQXGKJGRHC-UHFFFAOYSA-N,-1.0
2171,GAVRWJHZBWTYKE-UHFFFAOYSA-N,-1.0
2172,GAXAQCUOYOCDGP-UHFFFAOYSA-N,-1.0
2173,GAXKMKSYYAMYNY-UHFFFAOYSA-N,-1.0
2174,GAYNZZHEYSWPDJ-UHFFFAOYSA-N,-1.0
2175,GAZRBGPPBOYNRU-UHFFFAOYSA-N,-1.0
2176,GBAMHVNDWHYNBF-UHFFFAOYSA-N,-1.0
2177,GBBSUAFBMRNDJC-UHFFFAOYSA-N,0.0
2178,GBHIPHOGLQHORF-UHFFFAOYSA-N,-1.0
2179,GBHZFUVNXPAEKT-UHFFFAOYSA-N,-1.0
2180,GBMKCXVVOWPVLC-UHFFFAOYSA-N,-1.0
2181,GBMMWRTXIFFINJ-YVLHZVERSA-N,-1.0
2182,GBODLDMNXWLBRB-UHFFFAOYSA-N,-1.0
2183,GBPRGJDUEMKMOK-UHFFFAOYSA-N,-1.0
2184,GBPZFEGFFOATMH-UHFFFAOYSA-N,-1.0
2185,GBRAGAORDLUKBI-UHFFFAOYSA-N,-1.0
2186,GBSJAXQEEOQIFP-UHFFFAOYSA-N,-1.0
2187,GBTHDCJMNYIKOS-UHFFFAOYSA-N,-1.0
2188,GBWVAAKKEIOROG-UHFFFAOYSA-N,-1.0
2189,GBXSMTUPTTWBMN-XIRDDKMYSA-N,0.0
2190,GCEXAEIQIGRZQJ-UHFFFAOYSA-N,-1.0
2191,GCFSBSTUVNHVDX-UHFFFAOYSA-N,-1.0
2192,GCHPUOHXXCNSQL-UHFFFAOYSA-N,-1.0
2193,GCKCILOHBDMBLH-UHFFFAOYSA-N,-1.0
2194,GCKKMKDOAFFCMR-UHFFFAOYSA-N,-1.0
2195,GCPQPOUIAUKDFC-UHFFFAOYSA-N,-1.0
2196,GCPZFZZKEDFKSA-OHUGHZGNSA-N,-1.0
2197,GCQOYVWMKMFUKV-UHFFFAOYSA-N,0.0
2198,GCRUQDILILGFIY-CMDGGOBGSA-N,-1.0
2199,GCUCIFQCGJIRNT-UHFFFAOYSA-N,-1.0
2200,GCUQCANQGRIXCD-JXMROGBWSA-N,-1.0
2201,GCVQIGHVKKCWJF-UHFFFAOYSA-N,-1.0
2202,GCWBXEZDJQNRGP-UHFFFAOYSA-N,-1.0
2203,GCWFBJNERWTBLJ-UHFFFAOYSA-N,-1.0
2204,GCYLOSBHOCQBTH-UHFFFAOYSA-N,-1.0
2205,GDEZDNSKRQZLLN-UHFFFAOYSA-N,-1.0
2206,GDFROHHQWZKCGS-UHFFFAOYSA-N,-1.0
2207,GDHJLWFFELBOHM-UHFFFAOYSA-N,-1.0
2208,GDIMZIOJMARTTP-UHFFFAOYSA-N,-1.0
2209,GDJMDNKIUMOLIR-UHFFFAOYSA-N,-1.0
2210,GDJWPEGMOXECJV-UHFFFAOYSA-N,-1.0
2211,GDLBFKVLRPITMI-UHFFFAOYSA-N,1.0
2212,GDLCPBKSWGLXRT-UHFFFAOYSA-N,-1.0
2213,GDLIGKIOYRNHDA-UHFFFAOYSA-N,-1.0
2214,GDMHFHBNDVRFCG-UHFFFAOYSA-N,-1.0
2215,GDPJAJLALUWQKQ-UHFFFAOYSA-N,-1.0
2216,GDQWGRMPXASNTI-UHFFFAOYSA-N,-1.0
2217,GDRFYXHETWABFZ-UHFFFAOYSA-N,-1.0
2218,GDUPORKSABXXOG-UHFFFAOYSA-N,-1.0
2219,GDVZNNUXEGUATE-UHFFFAOYSA-N,-1.0
2220,GDVZXLBQMLKZDB-UHFFFAOYSA-N,-1.0
2221,GDWDRDMFADNWJR-UHFFFAOYSA-N,-1.0
2222,GEAMHMBWFNQRTB-UHFFFAOYSA-N,-1.0
2223,GEBVUAMEWLBPIB-UHFFFAOYSA-N,-1.0
2224,GECAYOSQSVQYCM-UHFFFAOYSA-N,-1.0
2225,GECHUMIMRBOMGK-UHFFFAOYSA-N,0.0
2226,GEEQZVMWBAUJHL-UHFFFAOYSA-N,-1.0
2227,GEHJIACZUFWBTK-UHFFFAOYSA-N,0.0
2228,GEIHZHQRXYKYAE-UHFFFAOYSA-N,-1.0
2229,GEKYGCMWODMRGE-UHFFFAOYSA-N,-1.0
2230,GELABSIHEHAUTB-UHFFFAOYSA-N,-1.0
2231,GEMOAMFASTVPGD-VBKFSLOCSA-N,-1.0
2232,GEOUZRZOLPSTCW-UHFFFAOYSA-N,-1.0
2233,GEQJPZNCKUASDY-UHFFFAOYSA-N,-1.0
2234,GERXZJXJRKYFKX-UHFFFAOYSA-N,-1.0
2235,GERXZWRQFCUSQI-HVZNUZIDSA-N,-1.0
2236,GERXZWRQFCUSQI-HWMSKCLUSA-N,-1.0
2237,GESUEFWZCPKEMI-UHFFFAOYSA-N,-1.0
2238,GEVOPYRQBDFURJ-UHFFFAOYSA-N,-1.0
2239,GEZMALYAXNUEJF-JUCUOUSCSA-N,-1.0
2240,GFBFEDLXWFBXLW-INIZCTEOSA-N,-1.0
2241,GFERNZCCTZEIET-UHFFFAOYSA-N,-1.0
2242,GFFHTABJSQSYGU-UHFFFAOYSA-N,-1.0
2243,GFGSZUNNBQXGMK-UHFFFAOYSA-N,0.0
2244,GFKNQTAYZDYWHT-UHFFFAOYSA-N,-1.0
2245,GFNANZIMVAIWHM-OBYCQNJPSA-N,0.0
2246,GFNNBHLJANVSQV-UHFFFAOYSA-N,-1.0
2247,GFSCIXLFWMXIKM-ASHZAFPQSA-N,-1.0
2248,GFTDUGFNPKHYDV-UHFFFAOYSA-N,-1.0
2249,GFUIVIGQVGIYEU-UHFFFAOYSA-N,-1.0
2250,GFUSIYBQDRVGCD-UHFFFAOYSA-N,-1.0
2251,GFVQCHYKKITWKQ-UHFFFAOYSA-N,-1.0
2252,GFWJFUAUJKMTEJ-UHFFFAOYSA-N,-1.0
2253,GFWQGEIRHRWBLE-UHFFFAOYSA-N,-1.0
2254,GFYPBFCLRNYMIL-UHFFFAOYSA-N,-1.0
2255,GGALEXMXDMUMDM-UHFFFAOYSA-N,-1.0
2256,GGAOILGQGKKKOA-UHFFFAOYSA-N,-1.0
2257,GGBFBHKVPYQVAS-UHFFFAOYSA-N,-1.0
2258,GGDBEAVVGFNWIA-UHFFFAOYSA-N,-1.0
2259,GGGABHNGOJPZKD-UHFFFAOYSA-N,-1.0
2260,GGHKPDJHPHDKCP-UHFFFAOYSA-N,-1.0
2261,GGIUCRJUEPQOQC-JQIJEIRASA-N,-1.0
2262,GGIVUCSCCYLKPR-CMDGGOBGSA-N,-1.0
2263,GGJTWUAZBRROEN-UHFFFAOYSA-N,-1.0
2264,GGMIFFPFTQSWTL-UHFFFAOYSA-N,-1.0
2265,GGNAEMSQXQYFTF-UHFFFAOYSA-N,-1.0
2266,GGOXXPDZGAXDBB-UHFFFAOYSA-N,-1.0
2267,GGRHEXSJDYSXBC-UHFFFAOYSA-N,-1.0
2268,GGRKNAVHMVVVKD-UHFFFAOYSA-N,-1.0
2269,GGRUQJSKMAWYDL-UHFFFAOYSA-N,-1.0
2270,GGSAANBFYTYUOT-UHFFFAOYSA-N,-1.0
2271,GGSOFYRMISJWQI-UHFFFAOYSA-N,-1.0
2272,GGUSQTSTQSHJAH-UHFFFAOYSA-N,-1.0
2273,GGVNEIPBUXHWIQ-UXBLZVDNSA-N,-1.0
2274,GGXKWVWZWMLJEH-UHFFFAOYSA-N,-1.0
2275,GGYLTZASASDOIP-BURCIIJTSA-N,-1.0
2276,GGYLTZASASDOIP-DUELTEGESA-N,-1.0
2277,GGYLTZASASDOIP-HFZPWKHCSA-N,-1.0
2278,GGYLTZASASDOIP-IQLGONJTSA-N,-1.0
2279,GGYLTZASASDOIP-JWUQWVJQSA-N,-1.0
2280,GGYLTZASASDOIP-ZRLASMASSA-N,-1.0
2281,GHAXJTROTHGKSD-UHFFFAOYSA-N,-1.0
2282,GHAXSYPBTJDEFE-UHFFFAOYSA-N,-1.0
2283,GHCCBWMZKJQGLS-UHFFFAOYSA-N,0.0
2284,GHDWIFTUSXQYGK-UHFFFAOYSA-N,1.0
2285,GHFPSJBDOMRIEH-UHFFFAOYSA-N,-1.0
2286,GHGULWMGPZJWNQ-UHFFFAOYSA-N,-1.0
2287,GHHDGOWHHDYBAW-UHFFFAOYSA-N,-1.0
2288,GHKAEQQTNJGAAS-UHFFFAOYSA-N,-1.0
2289,GHLIFTSCRSQYIY-UHFFFAOYSA-N,-1.0
2290,GHLJLHKVBJDFKH-CZSZKKDXSA-N,-1.0
2291,GHLJLHKVBJDFKH-OTPAQWSUSA-N,-1.0
2292,GHLJLHKVBJDFKH-TYBLODHISA-N,-1.0
2293,GHLJLHKVBJDFKH-WATLYSKOSA-N,-1.0
2294,GHMOISZEIKTQDE-UHFFFAOYSA-N,-1.0
2295,GHODFTLMWOCFDA-UHFFFAOYSA-N,-1.0
2296,GHOSBDATJBJZOG-BKZGZDJESA-N,-1.0
2297,GHOSNRCGJFBJIB-UHFFFAOYSA-N,0.0
2298,GHRFBZFIFYIEKN-UHFFFAOYSA-N,-1.0
2299,GHTDIOSUORRDJH-UHFFFAOYSA-N,-1.0
2300,GHTPRJLCWBZZIL-UHFFFAOYSA-N,-1.0
2301,GHUOKLVMULNZKL-UHFFFAOYSA-N,-1.0
2302,GHVVXYUMOHKPEU-UHFFFAOYSA-N,-1.0
2303,GHWBFHGCWMTBRS-UHFFFAOYSA-N,-1.0
2304,GHWJEDJMOVUXEC-UHFFFAOYSA-N,-1.0
2305,GHXPCAXQBVCFNU-UHFFFAOYSA-N,-1.0
2306,GHYGOOADYJZDTK-UHFFFAOYSA-N,-1.0
2307,GIAVKNUIFAOEHQ-UHFFFAOYSA-N,-1.0
2308,GIAYWMGCMGIWGE-UHFFFAOYSA-N,-1.0
2309,GICVTFYKGKMNFM-UHFFFAOYSA-N,-1.0
2310,GICVUYWOEGQCFG-UHFFFAOYSA-N,-1.0
2311,GIEMOICNGNRDKF-UHFFFAOYSA-N,-1.0
2312,GIFAHHVUDCKIJC-UHFFFAOYSA-N,-1.0
2313,GIFKUSHSCZVGIO-UHFFFAOYSA-N,-1.0
2314,GIFWBZAODHSSMV-UHFFFAOYSA-N,-1.0
2315,GIFWDRNCIBUXRZ-UHFFFAOYSA-N,-1.0
2316,GIIZNNXWQWCKIB-UHFFFAOYSA-N,-1.0
2317,GIJFMVRFLAXIGY-UHFFFAOYSA-N,-1.0
2318,GIKHIJAMYRIXKY-UHFFFAOYSA-N,-1.0
2319,GILRLYPSLDSUMR-UHFFFAOYSA-N,0.0
2320,GIMQNYKJMCNDAX-DHDCSXOGSA-N,-1.0
2321,GIPLQLQEWXCSIX-UHFFFAOYSA-N,-1.0
2322,GIPWSAVGTCOAIJ-UHFFFAOYSA-N,-1.0
2323,GIQGCIWBMMAIEN-RGEXLXHISA-N,-1.0
2324,GIUILNXHKTVBSA-LIIBOVGXSA-N,-1.0
2325,GIUSZZFJMOEGOA-UHFFFAOYSA-N,-1.0
2326,GIUZJWUZXLOLKB-UHFFFAOYSA-N,-1.0
2327,GIYAQDDTCWHPPL-UHFFFAOYSA-N,-1.0
2328,GJBJJTZFOJOTTC-UHFFFAOYSA-N,-1.0
2329,GJBUWOBBKMDOGW-UHFFFAOYSA-N,-1.0
2330,GJBYDVXDPYUIJU-UHFFFAOYSA-N,-1.0
2331,GJCCJDRRBVXLGE-UHFFFAOYSA-N,-1.0
2332,GJCKFQOJOGUGHY-UHFFFAOYSA-N,-1.0
2333,GJDXJJJTUCKHMW-UHFFFAOYSA-N,-1.0
2334,GJELWRJKAIJFJN-UHFFFAOYSA-N,-1.0
2335,GJFKNFYTUROQTM-UHFFFAOYSA-N,-1.0
2336,GJGHQVXAHIPWOE-WUKNDPDISA-N,-1.0
2337,GJJFKEYOWCANIT-UHFFFAOYSA-N,-1.0
2338,GJKRCJKXXVVAMV-UHFFFAOYSA-N,-1.0
2339,GJMNUJOXQRUNPQ-UHFFFAOYSA-N,-1.0
2340,GJNQAOQSUJCTCP-UHFFFAOYSA-N,0.0
2341,GJNVTNDAZUATRV-UHFFFAOYSA-N,-1.0
2342,GJNVYCCWYGSTRP-UHFFFAOYSA-N,-1.0
2343,GJQPMPFPNINLKP-UHFFFAOYSA-N,1.0
2344,GJTOMWKYUWVHDO-GDNBJRDFSA-N,-1.0
2345,GJTRBEXKWTUVKV-UHFFFAOYSA-N,-1.0
2346,GJTRUSPGDTVEHA-UHFFFAOYSA-N,-1.0
2347,GJUCAVHSIPEIGQ-UHFFFAOYSA-N,-1.0
2348,GJVHEWNSKJVPJM-UHFFFAOYSA-N,-1.0
2349,GJWFAJZZPLUEFK-UHFFFAOYSA-N,-1.0
2350,GJYHXNUFBHVTSK-UHFFFAOYSA-N,-1.0
2351,GJYQNPPFPPSYNH-UHFFFAOYSA-N,-1.0
2352,GJZVQXWEIYRHBE-UHFFFAOYSA-N,-1.0
2353,GKBUGVWFLBNNPA-UHFFFAOYSA-N,-1.0
2354,GKCBAIGFKIBETG-UHFFFAOYSA-N,0.0
2355,GKGQQMGABWPFEZ-UHFFFAOYSA-N,-1.0
2356,GKHFKOWAUNRHGL-NNMXDRDESA-N,-1.0
2357,GKMOBJZGEKVHAB-UHFFFAOYSA-N,-1.0
2358,GKOJHBVVRMOYJR-UHFFFAOYSA-N,0.0
2359,GKTJCTAQGYUVBZ-UHFFFAOYSA-N,-1.0
2360,GKTLATIRVIDXLX-UHFFFAOYSA-N,-1.0
2361,GKTWGGQPFAXNFI-UHFFFAOYSA-N,-1.0
2362,GKUQGTGAOFCZFJ-UHFFFAOYSA-N,-1.0
